,Unnamed: 0,Tags,Name,compound_sf,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],compound_mw,compound_rt,Area_Max,# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass Defect: Standard MD,Mass Defect: Relative MD,Mass Defect: Kendrick MD [H2],Mass Defect: Kendrick MD [C H2],Mass Defect: Kendrick MD [C2 H4],Mass Defect: Kendrick MD [C H3 O],Mass Defect: Kendrick MD [O],MS2,Neutral Losses,Kat-3_neg,Kat-3_pos,Kat-6_neg,Kat-6_pos,CV_Kat-3_neg,CV_Kat-3_pos,CV_Kat-6_neg,CV_Kat-6_pos,NrC,NrH,NrN,NrO,NrP,NrS,NrBr,NrCl,H/C,O/C,N/C,P/C,S/C,Br/C,Cl/C,DBE,Ox#C,DU,DBEAI,CAI,AI,AIcolor,NKM,KMD-CH2,KMD-OCH2,KMD-C2H4O,KMD-CO,KMD-H2,KMD-COO,KMD-H2O,KMD-O,KMD-O2,KMD-S,KMD-OS,KMD-Cl,KMD-Br,KMD-NH3,MolClass,good_pos_CV,good_neg_CV,sum_pos,sum_neg,Kat-3,CV_Kat-3,Kat-6,CV_Kat-6,P_value_Kat-6/Kat-3,Log2_Kat-6/Kat-3,Reg_Kat-6/Kat-3,compound_mq,compound_name,compound_folder,id_as_str,compound_id,compound_iso_smiles,compound_can_smiles,compound_name_iupac,compound_xlogp,KMD-C2H4,KMD-C3H8,KMD-C3H8O,KMD-C5H6O,KMD-CH4,KMD-C2O,KMD-C2H2O,KMD-C3H6O,KMDrem-CH2,KMDn-CH2,KMDrescaled-CH2,KMDrem-OCH2,KMDn-OCH2,KMDrescaled-OCH2,KMDrem-C2H4O,KMDn-C2H4O,KMDrescaled-C2H4O,KMDrem-CO,KMDn-CO,KMDrescaled-CO,KMDrem-H2,KMDn-H2,KMDrescaled-H2,KMDrem-COO,KMDn-COO,KMDrescaled-COO,KMDrem-H2O,KMDn-H2O,KMDrescaled-H2O,KMDrem-O,KMDn-O,KMDrescaled-O,KMDrem-O2,KMDn-O2,KMDrescaled-O2,KMDrem-S,KMDn-S,KMDrescaled-S,KMDrem-OS,KMDn-OS,KMDrescaled-OS,KMDrem-Cl,KMDn-Cl,KMDrescaled-Cl,KMDrem-Br,KMDn-Br,KMDrescaled-Br,KMDrem-NH3,KMDn-NH3,KMDrescaled-NH3,KMDrem-C2H4,KMDn-C2H4,KMDrescaled-C2H4,KMDrem-C3H8,KMDn-C3H8,KMDrescaled-C3H8,KMDrem-C3H8O,KMDn-C3H8O,KMDrescaled-C3H8O,KMDrem-C5H6O,KMDn-C5H6O,KMDrescaled-C5H6O,KMDrem-CH4,KMDn-CH4,KMDrescaled-CH4,KMDrem-C2O,KMDn-C2O,KMDrescaled-C2O,KMDrem-C2H2O,KMDn-C2H2O,KMDrescaled-C2H2O,KMDrem-C3H6O,KMDn-C3H6O,KMDrescaled-C3H6O
377,377,,,C11 H22 N2 O4 S,Full match,No results,Partial match,1.58,278.13047,10.496,1396820.33562132,8641,0,,,0.130468008712,469,-0.0290132418004987,-0.180096145895959,-0.180096145895959,-0.0344255636929915,0.218896407198827,No MS2,,0.0,1312007.79015519,0.0,201565.401622265,1000.0,9.14194663763362,1000.0,17.3648739630993,11,22,2,4,0,1,0,0,2.0,0.363636363636363,0.181818181818181,0.0,0.0909090909090909,0,0.0,2.0,-0.545454545454545,2.0,-4.0,4,0.0,royalblue,278,0.18009424523808093,-0.032559128758407496,0.03513861205328794,-0.1809934350004596,0.029011876610468335,-0.19477573946699067,0.03267649685977858,-0.21889805871524004,-0.21889805871524004,-0.373427590964468,-0.3218986771997834,-0.378205270966987,-0.4183087155408316,0.3032123585759905,CHS,2,0,1513573.19177745,0.0,1312007.79015519,9.14194663763362,201565.401622265,17.3648739630993,0.000103917813975787,-2.70245635719046,#d9d9d9,0.0,None,Ruthenium2,0377,Ruthenium2_0377,None,None,None,,0.18009424523808093,0.2646732514939458,0.1358853415203498,0.011456077969967282,0.41256266095530236,-0.16583447727367684,-0.060526628451327724,0.07014175049715732,N2 O4 S,11,8.844247472749377,C7 H14 N2 S,4,5.267737255160872,C3 H6 N2 S,4,2.3173731823070076,C7 H22 N2 S,4,5.935019704477743,C11 N2 O4 S,11,126.98527496146116,C7 H22 N2 S,4,3.777017841762557,C11 H14 N2 S,4,11.44260456293291,C11 H22 N2 S,4,13.388653518056547,C11 H22 N2 S,2,6.694326759028273,C11 H22 N2 O4,1,7.699155799243259,C11 H22 N2 O3,1,4.7983636821633295,C11 H22 N2 O4 S,0,7.953650378520018,C11 H22 N2 O4 S,0,3.5242767927733696,C11 H16 O4 S,2,14.335079217685088,C H2 N2 O4 S,5,4.9221237363746875,C5 H6 N2 O4 S,2,4.312156494239413,C5 H6 N2 O2 S,2,2.6310612242001983,C H10 N2 O2 S,2,1.3900988111949673,C6 H2 N2 O4 S,5,12.349187285743685,C3 H22 N2 S,4,2.954134819793004,C3 H14 N2 S,4,2.6204782169074017,C2 H4 N2 O S,3,1.7918864989421408
378,378,,,C16 H28 N2 O2 S,Full match,No results,Partial match,1.08,312.18749,13.532,1392719.17973839,3871,0,,,0.187486482508859,601,-0.236422801972992,-0.161106188811061,-0.161106188811061,0.00240172615406209,0.286742920161714,No MS2,,0.0,1389482.64419386,0.0,72233.4477872439,1000.0,0.329414151469525,1000.0,14.7461307656436,16,28,2,2,0,1,0,0,1.75,0.125,0.125,0.0,0.0625,0,0.0,4.0,-1.0,4.0,0.0,11,0.0,royalblue,312,0.16110277447967292,-0.07758996230683124,-0.001602646775836547,-0.24420001943428815,0.23641999720206286,-0.2596699643052034,-0.004366247478628793,-0.2867460566840805,-0.2867460566840805,-0.460197699014941,-0.40235908014443567,-0.4655604049709723,0.48942549174921623,0.29929667598378273,CHS,2,0,1461716.0919811,0.0,1389482.64419386,0.329414151469525,72233.4477872439,14.7461307656436,3.99954618319743e-09,-4.26573697040189,#a6611a,0.0,None,Ruthenium2,0378,Ruthenium2_0378,None,None,None,,0.16110277447967292,0.25603846300634814,0.1114804994110159,-0.028185102384952643,0.42203690085216294,-0.22718485038888048,-0.10898207670084048,0.03768661891632519,C2 N2 O2 S,14,8.274182637911633,C14 H24 N2 S,2,8.402574980235848,C12 H20 N2 S,2,5.090937776692403,C14 H28 N2 S,2,9.151566402942478,C16 N2 O2 S,14,140.88162098636704,C14 H28 N2 S,2,5.82401260739035,C16 H24 N2 S,2,15.333556987341819,C16 H28 N2 S,2,17.51790032957567,C16 H28 N2 S,1,8.758950164787835,C16 H28 N2 O2,1,8.764370522695693,C16 H28 N2 O,1,5.508375378552253,C16 H28 N2 O2 S,0,8.927577697896176,C16 H28 N2 O2 S,0,3.955825740259801,C16 H22 O2 S,2,16.335315481180178,C2 N2 O2 S,7,4.137091318955816,C7 H4 N2 O2 S,3,4.0850823033144295,C10 H12 N2 S,2,3.198136319194684,C6 H16 N2 S,2,1.8052176170861787,C9 N2 O2 S,7,12.473601443070947,C12 H28 N2 S,2,5.805671103297795,C12 H24 N2 S,2,5.431158130647923,C10 H16 N2 S,2,3.3786547060628975
379,379,,,C13 H22 O4,Full match,No results,Partial match,-0.26,242.15175,6.502,1388542.850548,660,0,,,0.151746844843757,627,0.271614255148791,-0.118642994443292,-0.118642994443292,0.00818376494373751,0.228736220792314,No MS2,,502224.635792159,0.0,954254.212008364,0.0,18.9406347516509,1000.0,64.3619776447909,1000.0,13,22,0,4,0,0,0,0,1.69230769230769,0.307692307692307,0.0,0.0,0.0,0,0.0,3.0,-1.07692307692307,3.0,-1.0,9,0.0,royalblue,242,0.11863991978057697,-0.06650479541966092,-0.007564376527056993,-0.19573776660953968,-0.27161685416197656,-0.20773720394416273,-0.009707994602450754,-0.22873908058147663,-0.22873908058147663,-0.3632788045492532,-0.31841562704948956,-0.367438447948075,-0.40235414519111146,0.2258315791534926,CHO,0,1,0.0,1456478.84780052,502224.635792159,18.9406347516509,954254.212008364,64.3619776447909,0.276248550477837,0.92604085006033,#d9d9d9,0.0,None,Ruthenium2,0379,Ruthenium2_0379,None,None,None,,0.11863991978057697,0.19227785804071118,0.08014984208131182,-0.028183358232695355,0.3210364198319837,-0.18253975870442218,-0.09085444324412606,0.022910785829935776,C2 O4,11,6.277244228676432,C9 H14,4,4.068885465397461,C5 H6,4,1.5001732620142014,C9 H22,4,4.64984989159647,C13 O4,11,109.13583779097755,C9 H22,4,2.959141987149138,C13 H14,4,9.444987063734677,C13 H22,4,11.13929989292121,C13 H22,2,5.569649946460605,C13 H22 O4,0,7.57385431386224,C13 H22 O4,0,5.048301559481798,C13 H22 O4,0,6.924785648228778,C13 H22 O4,0,3.0683849796681573,C13 H22 O4,0,14.222013383288065,C3 H2 O4,5,3.6386221143382156,C7 H6 O4,2,3.4956313919366173,C7 H6 O2,2,2.0319984881429525,C3 H10 O2,2,0.9515639331142709,C8 H2 O4,5,10.104938915746775,C5 H22,4,2.0545649738392533,C5 H14,4,1.7640693718023788,C4 H4 O,3,1.1720197992899835
380,380,,,C18 H20 O,Full match,No results,Partial match,-1.08,252.15114,12.179,1384498.51879178,1681,0,,,0.151142945687468,599,0.193372301626084,-0.130412351375128,-0.130412351375128,0.00165158271670407,0.231311515161167,No MS2,,0.0,518840.863136376,0.0,1119182.39711299,1000.0,6.09210957781222,1000.0,33.5256932705746,18,20,0,1,0,0,0,0,1.11111111111111,0.0555555555555555,0.0,0.0,0.0,0,0.0,9.0,-1.0,9.0,8.0,17,0.470588235294117,royalblue,252,0.13041537392226132,-0.062374688518815447,-0.0010003898988202309,-0.19694419301802668,-0.19336882521045595,-0.20943913391056412,-0.0032325263233587975,-0.23130825992865311,-0.23130825992865311,-0.37140365372098927,-0.324687900683557,-0.3757350650158173,-0.4120925675477167,0.24203339489204723,CHO,1,0,1638023.26024936,0.0,518840.863136376,6.09210957781222,1119182.39711299,33.5256932705746,0.050771506953876,1.10908116289095,#d9d9d9,0.0,None,Ruthenium2,0380,Ruthenium2_0380,None,None,None,,0.13041537392226132,0.20709410979571885,0.0903358908272196,-0.022470809760392285,0.3411696146823431,-0.18320118790239803,-0.0877298282505592,0.03073321074620594,C8 O,10,7.9907042559202885,C17 H18,1,7.402088328526232,C16 H16,1,4.727301715685612,C17 H20,1,8.007043553828241,C18 O,10,115.09682097607667,C17 H20,1,5.09564380043459,C18 H18,1,13.000194868279344,C18 H20,1,14.764473975725961,C18 H20 O,0,7.882236987862981,C18 H20 O,0,7.886614973698274,C18 H20 O,0,5.256770069881446,C18 H20 O,0,7.2107431592676585,C18 H20 O,0,3.1950932672986085,C18 H20 O,0,14.80930832000382,C8 O,5,3.9953521279601443,C12 H4 O,2,3.722572290075074,C15 H12,1,3.1984989851622063,C13 H14,1,2.0734481211398412,C13 O,5,10.728694069503206,C16 H20,1,5.304586912176811,C16 H18,1,5.002095357695191,C15 H14,1,3.344302445773784
381,381,,,C14 H14 O2,Full match,No results,Partial match,-0.7,214.09923,10.069,1374558.04353424,2996,0,,,0.0992287852759262,463,0.436903641176599,-0.139837241779503,-0.139837241779503,-0.0277029634688972,0.167299184230387,No MS2,,0.0,1291499.79565213,0.0,295460.368640216,1000.0,9.0950150373436,1000.0,19.9335027363,14,14,0,2,0,0,0,0,1.0,0.142857142857142,0.0,0.0,0.0,0,0.0,8.0,-0.714285714285714,8.0,6.0,12,0.5,darkorange,214,0.1398360964654728,-0.02386018474226148,0.028252171665599235,-0.13812192194782824,-0.43690437641313906,-0.1487312621395347,0.026356885014337195,-0.16730013730401083,-0.16730013730401083,-0.28625385663875136,-0.246587937403973,-0.2899316184090708,-0.32080244174460404,0.2346099386291769,CHO,2,0,1586960.16429234,0.0,1291499.79565213,9.0950150373436,295460.368640216,19.9335027363,0.000194346044177857,-2.12801088153326,#d9d9d9,0.0,None,Ruthenium2,0381,Ruthenium2_0381,None,None,None,,0.1398360964654728,0.20494331076508843,0.10580497342772333,0.01002183425711678,0.31878559741147683,-0.1264528618232248,-0.04538900231221987,0.05519688214056373,C7 O2,7,8.27573667333916,C12 H10,2,5.134133660746881,C10 H6,2,2.8629976688537164,C12 H14,2,5.647795415696415,C14 O2,7,99.2185264522679,C12 H14,2,3.5942296932251296,C14 H10,2,9.887432928752217,C14 H14,2,11.38546561720351,C14 H14,1,5.692732808601755,C14 H14 O2,0,6.696450114929968,C14 H14 O2,0,4.4634737027248175,C14 H14 O2,0,6.122573755488591,C14 H14 O2,0,2.7129234466711387,C14 H14 O2,0,12.574443501077774,C8 H2 O2,3,4.63786833666958,C11 H6 O2,1,3.8589819583392737,C11 H6 O,1,2.564905742892989,C4 H2,2,0.6096357046307073,C11 H2 O2,3,10.355085237542957,C10 H14,2,3.353165064280412,C10 H10,2,3.0963223489292506,C8 H2,2,1.6887060810387895
383,383,,,C13 H8 O,Full match,No results,Partial match,-0.77,180.05738,10.516,1358370.5691471,27,0,,,0.0573759132956582,319,-0.34063894672704,-0.143678531159111,-0.143678531159111,-0.0493736426404041,0.114623094813538,No MS2,,0.0,1264609.86903363,0.0,618915.485706824,1000.0,10.4852616577622,1000.0,23.5485904209814,13,8,0,1,0,0,0,0,0.615384615384615,0.0769230769230769,0.0,0.0,0.0,0,0.0,10.0,-0.461538461538461,10.0,9.0,12,0.75,orangered,180,0.14367450625115907,0.006005989134109768,0.04983246324343327,-0.09008809320093292,0.34063528707000046,-0.0990105447129963,0.04823852781089499,-0.11462696244447557,-0.11462696244447557,-0.21466700016279106,-0.18130797550540478,-0.2177599965674517,-0.24372234854899943,0.22337927544870695,CHO,2,0,1883525.35474045,0.0,1264609.86903363,10.4852616577622,618915.485706824,23.5485904209814,0.00475422203226494,-1.0308780587128,#d9d9d9,0.0,None,Ruthenium2,0383,Ruthenium2_0383,None,None,None,,0.14367450625115907,0.1984296514513062,0.11505434328918795,0.03450075565021393,0.2941709760079334,-0.0802744175838086,-0.012099739159026512,0.0724929556374434,C9 O,4,8.846890015753779,C12 H6,1,4.999804294693158,C11 H4,1,3.0897795984967242,C12 H8,1,5.431793678396854,C13 O,4,85.32974927155725,C12 H8,1,3.4567672320614995,C13 H6,1,8.997327570582355,C13 H8,1,10.257172617671063,C13 H8 O,0,5.628586308835533,C13 H8 O,0,5.631712562356043,C13 H8 O,0,3.753780061369737,C13 H8 O,0,5.1490827141175695,C13 H8 O,0,2.281567814753726,C13 H8 O,0,10.575103258332359,C9 O,2,4.423445007876889,C10 O,1,3.086402387144018,C10,1,1.9980846734158948,C8 H2,1,1.19470285430407,C11 O,2,9.23162272737889,C11 H8,1,3.502010232803589,C11 H6,1,3.286005585301202,C10 H2,1,2.10220072111185
386,386,,,C13 H12 O,Full match,No results,Partial match,-0.28,184.08876,10.892,1348659.50884493,571,0,,,0.0887636113117196,482,-0.340552048690711,-0.116792333900207,-0.116792333900207,-0.0203760097043357,0.147292526400065,DDA for preferred ion,CH2C=O,0.0,1233618.86761363,0.0,27702.953677528,1000.0,13.1881928304257,1000.0,52.2892196941329,13,12,0,1,0,0,0,0,0.923076923076923,0.0769230769230769,0.0,0.0,0.0,0,0.0,8.0,-0.769230769230769,8.0,7.0,12,0.583333333333333,darkorange,184,0.11679599969403398,-0.02395483544040644,0.020852887930630004,-0.12220040838161594,0.34055603613114727,-0.13132262839295095,0.019223265210939644,-0.14728868863343791,-0.14728868863343791,-0.24956856460363497,-0.21546265078887927,-0.25273081139860665,-0.27927444533892753,0.198285312310162,CHO,1,0,1261321.82129115,0.0,1233618.86761363,13.1881928304257,27702.953677528,52.2892196941329,0.000215508107759328,-5.4767131216162,#a6611a,0.0,None,Ruthenium2,0386,Ruthenium2_0386,None,None,None,,0.11679599969403398,0.17277708074448128,0.08753504793148181,0.005177912322778866,0.27066199786582956,-0.11216701027598219,-0.04246594045801544,0.04402073556789787,C7 O,6,7.134518496086798,C12 H10,1,5.134133660746881,C11 H8,1,3.181345501946515,C12 H12,1,5.575794836596561,C13 O,6,85.32974927155725,C12 H12,1,3.548408872837253,C13 H10,1,9.221157317158516,C13 H12,1,10.509208982028248,C13 H12 O,0,5.754604491014125,C13 H12 O,0,5.757800738093243,C13 H12 O,0,3.8378232853120426,C13 H12 O,0,5.264365310477818,C13 H12 O,0,2.3326497406151296,C13 H12 O,0,10.811868800485279,C7 O,3,3.567259248043399,C10 H4 O,1,3.177892678350849,C10 H4,1,2.0652086650953496,C8 H6,1,1.2438399642187592,C10 O,3,8.483087056316732,C11 H12,1,3.602805550590002,C11 H10,1,3.3819647841179807,C10 H6,1,2.171655762604944
387,387,,,C6 H15 N O2,Full match,No results,Partial match,0.21,133.11031,1.421,1344161.23595762,518,0,,,0.110306391827493,829,0.0768014581137209,-0.0383263346413116,-0.0383263346413116,0.0313900684846544,0.152627290003778,DDA for preferred ion,,0.0,400608.652066016,0.0,1268434.88748115,1000.0,14.9686657038721,1000.0,8.44294256657396,6,15,1,2,0,0,0,0,2.5,0.333333333333333,0.166666666666666,0.0,0.0,0,0.0,0.0,-1.33333333333333,0.0,-2.5,3,0.0,royalblue,133,0.038322772808243144,-0.06345088951368894,-0.031051464647589455,-0.13448998321138106,-0.07680474602693721,-0.14108604879189102,-0.0322298070156819,-0.1526307364093782,-0.1526307364093782,-0.22658694099868626,-0.2019257462537496,-0.22887348826631637,-0.248066573940406,0.09724580354637169,CHNO,2,0,1669043.53954716,0.0,400608.652066016,14.9686657038721,1268434.88748115,8.44294256657396,0.000255296515132928,1.66278397857392,#d9d9d9,0.0,None,Ruthenium2,0387,Ruthenium2_0387,None,None,None,,0.038322772808243144,0.07880139329958524,0.017164857680739942,-0.04238567572275542,0.14957970514407748,-0.12723506589762223,-0.07683583994378296,-0.014299331703512053,H3 N O2,6,3.4972604277951143,C4 H11 N,2,2.435447320918093,C2 H7 N,2,1.0234322775065594,C4 H15 N,2,2.75480209659109,C6 H N O2,7,59.0383868579295,C4 H15 N,2,1.7531427337131371,C6 H11 N,2,5.3906776973544375,C6 H15 N,2,6.322037465842908,C6 H15 N,1,3.161018732921454,C6 H15 N O2,0,4.163329863771893,C6 H15 N O2,0,2.775039467744782,C6 H15 N O2,0,3.806538348212314,C6 H15 N O2,0,1.6866839907417197,C6 H12 O2,1,6.817807233660991,H3 N O2,3,1.7486302138975571,C3 H7 N O2,1,2.020935622230689,C3 H7 N O,1,1.2163800649881373,C H9 N O,1,0.6224677368134255,C3 H3 N O2,3,5.303149317683405,C2 H15 N,2,1.3281800947235305,C2 H11 N,2,1.168495347019719,H3 N,2,0.2933494496772462
388,388,,,C16 H31 N O,Full match,No results,Partial match,-1.29,253.24024,13.318,1331406.63777379,4748,0,,,0.240238090975538,949,0.274011413444981,-0.0425333041129363,-0.0425333041129363,0.0901010425806419,0.32075292578358,No MS2,,0.0,928588.471153062,0.0,1219274.36754277,1000.0,2.1219822919243,1000.0,13.0060125564671,16,31,1,1,0,0,0,0,1.9375,0.0625,0.0625,0.0,0.0,0,0.0,2.0,-1.625,2.0,0.5,14,0.0357142857142857,royalblue,253,0.04253147771518684,-0.15109129028894586,-0.08945190165738381,-0.28624203208636345,-0.2740127516568691,-0.29879094156348174,-0.091693679203388,-0.32075452547354644,-0.32075452547354644,-0.4614550241778943,-0.41453749483025604,-0.46580514385550487,0.49768031701941595,0.15463160313484536,CHNO,2,0,2147862.83869583,0.0,928588.471153062,2.1219822919243,1219274.36754277,13.0060125564671,0.0344896339674369,0.392911530914679,#d9d9d9,0.0,None,Ruthenium2,0388,Ruthenium2_0388,None,None,None,,0.04253147771518684,0.11954140705947225,0.0022788819186132514,-0.11101505730542272,0.25419601554392557,-0.2724396677036225,-0.17655594482474157,-0.057581236137423275,C H N O,15,3.0684137702097334,C15 H29 N,1,7.4383805266380385,C14 H27 N,1,4.7520403711703505,C15 H31 N,1,8.045948811220907,C16 H N O,15,110.63716742716156,C15 H31 N,1,5.1204029181169775,C16 H29 N,1,13.060667672884174,C16 H31 N,1,14.832567453238335,C16 H31 N O,0,7.9162837266191675,C16 H31 N O,0,7.920680622839956,C16 H31 N O,0,5.279476298778925,C16 H31 N O,0,7.241889430175215,C16 H31 N O,0,3.208894235975504,C16 H28 O,1,13.873276030224583,C2 H3 N O,7,2.0342068851048665,C7 H7 N O,3,2.7472905171562414,C13 H23 N,1,3.2166340905055293,C11 H25 N,1,2.0867236526193267,C9 H3 N O,7,8.79663299836121,C14 H31 N,1,5.331819108302742,C14 H29 N,1,5.028020963959989,C13 H25 N,1,3.363067338364158
391,391,,,C9 H16 O4,Full match,No results,Partial match,-0.78,188.10471,8.068,1317907.08984946,1911,0,,,0.104712060742031,557,-0.355784524678825,-0.105328145558133,-0.105328145558133,-0.00680847197767775,0.164517800668477,DDA for other ion,CH3COOH,0.0,1033331.1749343,0.0,519358.535401446,1000.0,38.9469637769655,1000.0,14.532337196515,9,16,0,4,0,0,0,0,1.77777777777777,0.444444444444444,0.0,0.0,0.0,0,0.0,2.0,-0.888888888888888,2.0,-2.0,5,0.0,royalblue,188,0.10533026379016519,-0.03849109187120803,0.007294125056034773,-0.13887992064536547,0.35578698240564677,-0.1482011445473006,0.005628951641341473,-0.16451550904938017,-0.16451550904938017,-0.26902665034998563,-0.23417670607628338,-0.2722578824812558,-0.29938057353902536,0.1885972895323107,CHO,1,0,1552689.71033574,0.0,1033331.1749343,38.9469637769655,519358.535401446,14.532337196515,0.0953705346707345,-0.992499959616297,#d9d9d9,0.0,None,Ruthenium2,0391,Ruthenium2_0391,None,None,None,,0.10533026379016519,0.16253258845398477,0.07543097582919245,-0.00872280471725162,0.2625528935963928,-0.12862764103326185,-0.05740602204465972,0.0309673860478199,C O4,8,5.421058468842941,C5 H8,4,2.2679546677793514,C,4,0.272564881367903,C5 H16,4,2.719251033631096,C9 O4,8,85.32218042736201,C5 H16,4,1.730518209148844,C9 H8,4,6.444139997495632,C9 H16,4,7.760291534398758,C9 H16,2,3.880145767199379,C9 H16 O4,0,5.883411742951935,C9 H16 O4,0,3.921548454220506,C9 H16 O4,0,5.379211628832931,C9 H16 O4,0,2.3835383509075148,C9 H16 O4,0,11.047738321888524,C O4,4,2.7105292344214704,C3 O4,2,2.269036731677921,C3 O2,2,1.1320786312574125,C4 H10 O3,1,1.2927911185688743,C5 O4,4,7.733599738091378,C H16,4,0.7032194163484474,C H8,4,0.4775608328222888,C3 H4 O2,2,1.240847956904221
392,392,,7-Hydroxycoumarine,C9 H6 O3,Full match,Full match,Full match,-0.77,162.03157,8.04,1316520.41540548,113,4,80.4,50.3,0.0315693849148602,195,-0.226488168372981,-0.149357205854216,-0.149357205854216,-0.0644933172750655,0.0830854675921557,DDA for preferred ion,CO,0.0,1108586.65201192,0.0,185342.39726268,1000.0,26.5259145717451,1000.0,2.15565388176736,9,6,0,3,0,0,0,0,0.666666666666666,0.333333333333333,0.0,0.0,0.0,0,0.0,7.0,0.0,7.0,4.0,6,0.666666666666666,darkorange,162,0.14935664295933293,0.025470324231093855,0.06490926534809205,-0.061003637727310434,0.22648791380478883,-0.06903284945278187,0.06347490114364973,-0.08308588456193888,-0.08308588456193888,-0.17311076648769586,-0.14309136301250192,-0.17589411845835912,-0.1992573410736327,0.221082050102126,CHO,1,0,1293929.0492746,0.0,1108586.65201192,26.5259145717451,185342.39726268,2.15565388176736,0.00555231199757619,-2.58045669981304,#d9d9d9,0.804,7-Hydroxycoumarine,Ruthenium2,0392,Ruthenium2_0392,C1=CC(=CC2=C1C=CC(=O)O2)O,C1=CC(=CC2=C1C=CC(=O)O2)O,7-hydroxychromen-2-one,1.6,0.14935664295933293,0.1986301697781414,0.12360168674268834,0.05111243762510753,0.28478668905989935,-0.05217242365705488,0.009177187113778018,0.08530118241128548,C6 O3,3,8.560769090758033,C6,3,2.3991551228062864,C7 H2 O2,1,2.680345788929022,C6 H6,3,2.7878974182982805,C9 O3,3,77.38681758755526,C6 H6,3,1.7742044364186265,C9,3,5.9964805043433085,C9 H6,3,7.130200623505797,C9 H6 O,1,4.065100311752898,C9 H6 O3,0,5.067913591466937,C9 H6 O3,0,3.3779836562600787,C9 H6 O3,0,4.63360052231553,C9 H6 O3,0,2.0531567281208334,C9 H6 O3,0,9.516414224032728,C7 H2 O3,1,4.780384545379016,C9 H6 O3,0,3.6773066751379457,C9 H6 O3,0,2.697942037442454,C4 O2,1,0.9749879457458883,C8 H2 O3,1,9.107208570051627,C3 H6,3,1.051307412288009,C3,3,0.8569273055661908,C6 O2,1,1.7916348755207177
393,393,,,C23 H38 O,Full match,No results,Partial match,-1.05,330.29192,15.132,1310176.0921158,17,0,,,0.291917705937522,884,-0.272559348979939,-0.0768906124412183,-0.0768906124412183,0.0960994820767382,0.396930240252743,No MS2,,0.0,1274891.84369025,0.0,390692.232257365,1000.0,3.91401536597214,1000.0,8.22204134632738,23,38,0,1,0,0,0,0,1.65217391304347,0.0434782608695652,0.0,0.0,0.0,0,0.0,5.0,-1.56521739130434,5.0,4.0,22,0.181818181818181,royalblue,330,0.07688842592705214,-0.17564662063506375,-0.09525263578200338,-0.35191875652344606,0.2725577978869751,-0.36828583706767404,-0.09817650368660225,-0.39693213079937095,-0.39693213079937095,0.41955738973643975,0.4807501956265696,0.4138836888248534,0.36625912001409233,0.22309649166373902,CHO,2,0,1665584.07594761,0.0,1274891.84369025,3.91401536597214,390692.232257365,8.22204134632738,1.33940086582404e-05,-1.70627038301047,#d9d9d9,0.0,None,Ruthenium2,0393,Ruthenium2_0393,None,None,None,,0.07688842592705214,0.17732964104430948,0.024388447445574002,-0.1233766656764601,0.35295468852166323,-0.3339168409017361,-0.20885923186449418,-0.053684900313612616,C4 O,19,4.5659612165863255,C22 H36,1,10.005866411439891,C21 H34,1,6.502172688049186,C22 H38,1,10.798295166559193,C23 O,19,144.86389268059608,C22 H38,1,6.87198282997131,C23 H36,1,17.338806785840575,C23 H38,1,19.649829880316638,C23 H38 O,0,10.324914940158319,C23 H38 O,0,10.330649648646304,C23 H38 O,0,6.885824914306614,C23 H38 O,0,9.44532749895812,C23 H38 O,0,4.185241608635596,C23 H38 O,0,19.398661694904664,C5 H2 O,9,2.7829806082931627,C11 H6 O,4,3.495977629816378,C20 H30,1,4.4995992844277,C18 H32,1,3.025899052847646,C14 H2 O,9,11.602961905034286,C21 H38,1,7.258356568229652,C21 H36,1,6.862123928314349,C20 H32,1,4.690586732675359
